"start","tracker_item_id","priority","open_date","close_date","summary","details","submitted_by","last_modified_date","last_modified_by"
"===",3293,3,"2014-05-21 19:53:48+00","2014-10-15 04:59:18+00","Broken link on DocumentReference page","<p>
The binding for docStatus has a link to <a href=""http://hl7.org/fhir/vs/composition-status.html"">http://hl7.org/fhir/vs/composition-status.html</a>, which 404's.</p>

<p>
I believe the correct link is <a href=""http://hl7.org/implement/standards/fhir/composition-status.html"">http://hl7.org/implement/standards/fhir/composition-status.html</a></p>

<p>
<br />
 </p>
",3048,"2014-10-15 11:02:29+00",150
"===",3296,3,"2014-05-23 07:29:01+00","2015-01-12 12:55:32+00","XSD for TagList","<p>
Need  XSD for TagList, which has two reqiuired fields term and scheme. </p>
",3048,"2015-01-12 12:55:32+00",150
"===",3297,3,"2014-05-24 07:58:53+00","","Add a warning about the safety implications of not conforming to the specification","<p>
From William Goosen via Grahame: </p>

<p>
""I would like to work on some statement where the user is made aware of the patient safety issues he is loading upon him/herself when codes are changed en hence semantic interoperability is broken.""</p>

<p>
Grahame's comment: yes, users are allowed to clone the spec and do whatever they want with it. The only thing they're not allowed to do if they do that is claim to be conformant to FHIR. But we don't anywhere specifically say that this is actually a bad idea for safety or interoperability, and it would be a good idea to do that.</p>

<p>
 </p>
",150,"2015-03-01 18:51:27+00",150
"===",3298,3,"2014-05-26 18:11:00+00","2015-03-18 16:34:53+00","Binary resources can be subverted for cross-site scripting","<p>
 </p>

<p>
We should say something to this effect at /security.html :</p>

<p>
Another important security consideration for FHIR: bad things can happen if you store /Binary documents on the same domain (or a subdomain of) where you keep user session cookies. For example, an attacker can create a binary document that serves up with content-type ""text/html"" and has content like ""&lt;script&gt;send_to_attacker(document.cookie);&lt;/script&gt;"". </p>

<p>
Case in point:  <a href=""http://fhir.healthintersections.com.au/open/Binary/badness/_history/3%C2%A0"">http://fhir.healthintersections.com.au/open/Binary/badness/_history/3 </a></p>

<p>
I just uploaded this resource; if I can trick anyone into viewing it, it display their cookies in an alert box. (To be clear: this version is safe for you to view; but a malicious version would send those cookies off somewhere bad).</p>

<p>
Possible mitigations incldue:<br />
1. Don't host your FHIR API on a domain where you also use browser-based session cookies for authentication<br />
    1a. don't use cookie-based auth for FHIR API calls<br />
    1b. host your API on a separate subdomain from your Web UI<br />
2. Always respond to ""GET /Binary/anything"" with a ""Content-Disposition: attachment;"" header</p>

<p>
 </p>
",2904,"2015-03-18 16:34:53+00",1078
"===",3299,3,"2014-05-27 08:50:20+00","2015-01-13 20:12:38+00","link element within a deleted-entry element uses the incorrect namespace","<p>
deleted-entry is defined in our schemas (tombstone.xsd) as an element in the ""<a href=""http://purl.org/atompub/tombstones/1.0"">http://purl.org/atompub/tombstones/1.0</a>"" namespace (which is correct), but the nested &lt;link&gt; elements are also defined to be in that namespace. This is incorrect: Both the tombstone spec itself and section 1.12.5.1.1.2 clearly indicate tombstone reuses the &lt;link&gt; element from the atom namespace.</p>

<p>
From RFC6721:</p>

<p>
deletedEntry = element at:deleted-entry { atomCommonAttributes, attribute ref { atomUri }, attribute when { atomDateConstruct }, ( element at:by { atomPersonConstruct }? &amp; element at:comment { atomTextConstruct }? &amp; element <strong>atom:</strong>link { atomLink }* &amp; element atom:source { atomSource }? &amp; anyElement* ) }</p>
",2529,"2015-01-13 20:12:38+00",150
"===",3310,3,"2014-05-27 23:33:22+00","2015-03-10 01:15:08+00","Add additional notes to the RESTful API about security","<p>
We should add some additional information about security and the RESTful API. Specifically:</p>

<p>
""The choice of whether to return 403 or 404 depends upon the specific situation and specific local policies, regulations, and laws.The decision of which error to use will include consideration of whether disclosure of the existence of relevant records is considered an acceptable disclosure of PI or  a prohibited disclosure of PI""</p>

<p>
Also, note that chained search implementations need to observe the restrictions on a user in the chained search, and that it would be normal to simply omit resources from the search if they aren't visible, but a server may elect to add an operationOutcome to indicate that additional resources may be available if other access tokens are used (e.g. break the glass)</p>

<p>
 </p>
",150,"2015-03-10 01:15:08+00",1078
"===",3311,3,"2014-05-28 13:53:21+00","","Add start and end dates for alert resource","<p>
I am designing a national patient alerts and notification service for use in NHS Wales. I would like to base my design around FHIR principles, but the existing alert resource is lacking in several features, principally start and end dates. These are required so that the server can reply to alert requests by only sending those alerts which are current, and have not yet expired.</p>
",3048,"2015-01-13 20:14:11+00",150
"===",3312,3,"2014-05-29 02:27:45+00","2014-11-25 19:41:01+00","Security Event for Tag modification","<p>
Guidance is required on how to create a Security Event when a tag operation is involved.</p>

<p>
My proposal can be found at <a href=""https://gist.github.com/richardschneider/8e1466c5cab2f7c31167"">https://gist.github.com/richardschneider/8e1466c5cab2f7c31167</a></p>
",3048,"2014-11-25 21:27:32+00",105
"===",3315,3,"2014-05-30 21:11:01+00","2014-11-05 21:34:20+00","Standard for Query operators","<p>
Following up on question on the mailing list regarding best practice for logical operators in a query string, Consider adopting the convention defined in the OData 4.0 URL Conventions (OASIS).</p>

<p>
<a href=""http://docs.oasis-open.org/odata/odata/v4.0/os/part2-url-conventions/odata-v4.0-os-part2-url-conventions.html#_Toc372793790"">http://docs.oasis-open.org/odata/odata/v4.0/os/part2-url-conventions/odata-v4.0-os-part2-url-conventions.html#_Toc372793790</a></p>
",2777,"2014-11-05 21:34:20+00",105
"===",3316,3,"2014-06-03 01:04:58+00","2014-10-15 10:09:57+00","typo ","<p>
2.2.4.2 External References</p>

<p>
If the _include path selects a reference that refers to a resource on another server, the server can element to include that resource in the search results for the convenience of the client.</p>

<p>
-&gt; 'element' should be 'elect'</p>
",2582,"2014-10-15 11:03:41+00",150
"===",3317,3,"2014-06-03 02:02:58+00","","Patient/RelatedPerson/Organization search key 'phonetic' lacks path definition","<p>
The ponetic seach parameter of the Patient, RelatedPerson, and Organization resources have no path definition. It should have a path of Patient.name / RelatedPerson.name / Organization.name.</p>
",3048,"2015-01-13 20:19:01+00",105
"===",3318,3,"2014-06-03 22:04:55+00","","Clarify how to use RBAC and ABAC using FHIR","<p>
FHIR is RBAC ready -</p>

<p>
- FHIR Resources are object-types, CRUD are operations  ==&gt; Permissions are operations on object-types</p>

<p>
- Roles (Structural and/or Functional) are groups of Users, and</p>

<p>
- Roles group Permissions.</p>

<p>
- Thus any User that is in a named Role possesses the Permissions assigned to that Role.</p>

<p>
FHIR is ABAC ready</p>

<p>
- Instances of a resource in FHIR can have security-tags associated with it.</p>

<p>
- These security-tags are consistant with the HL7 HCS -- Healthcare Privacy&amp;Security Classication System</p>

<p>
-These security-tags classify (tag) the instance of the object-type using the vocabulary defined in the HCS</p>

<p>
-- For example: The identified object is to be used only for the PurposeOfUse of Treatment</p>

<p>
-- For example: The identified object is not to be further disclosed without explicit consent from the patient</p>

<p>
- This system is shown in use for XDS/XDR/XDM through the HL7 DS4P IG</p>

<p>
- Use of the sensitivity classification vocabulary should not be used unless there is clear protection of the tags as well as the object.</p>
",1078,"2015-02-09 22:01:31+00",1078
"===",3320,3,"2014-06-04 22:37:27+00","2014-10-15 11:03:50+00","Practitioner needs multiple addresses","<p>
In a CCDA document we had a document where an encounter participant had multiple addresses. However the Practitioner resource allows only a single address. We used an extension for now, but wonder if address should be multiple.</p>
",2582,"2014-10-15 11:03:50+00",150
"===",3326,3,"2014-06-06 13:09:33+00","","FHIR PublishTools","<p>
The tool does not seem pick the name column of a structure when generating a profile. One example: I profiled the MessageHeader for a set of specific messages, and my spreadsheet starts at the first row ""Profile Name""=ADT_Message, ""Element""=MessageHeader, ""Type""=Resource, ....</p>

<p>
I expect that ADT_Message goes to structure.name in the profile generated. But acutally both of type and name elements of the structure element are set to MessageHeader.</p>
",3048,"2015-01-13 20:16:25+00",150
"===",3327,3,"2014-06-06 13:39:59+00","","FHIR Publish Tools - html rendering issue","<p>
Publish tool seems like not always handle html rendering of profile content correctly. For constraints placed to the element of the base resource, it sometimes renders both the base element (which is to be contreained) and the constrained spec. This behvaior can be vary depending on the order of all elements in spreadsheet (but they still conform to the nested element path order as specified). When I moved around the order of the constrained elements, some of the rendering errors gone.</p>

<p>
I always list extensions first, followed by constrained element.</p>

<p>
 </p>
",3048,"2015-01-13 20:29:02+00",150
"===",3337,3,"2014-06-09 12:46:02+00","2015-01-28 20:15:37+00","conceptmaps.xml is not valid","<p>
The example ""conceptmaps.xml"" contains a number of &lt;map&gt; elements that 'narrow'.  According the schematron a &lt;comment&gt; element must be present.  For example:</p>

<p>
        &lt;concept&gt;<br />
          &lt;system value=""<a href=""http://hl7.org/fhir/name-use"">http://hl7.org/fhir/name-use</a>""/&gt;<br />
          &lt;code value=""old""/&gt;<br />
          &lt;map&gt;<br />
            &lt;system value=""<a href=""http://hl7.org/fhir/v2/0200"">http://hl7.org/fhir/v2/0200</a>""/&gt;<br />
            &lt;code value=""NOUSE""/&gt;<br />
            &lt;equivalence value=""narrower""/&gt;<br />
          &lt;/map&gt;</p>

<p>
needs to add &lt;comments value=""some reason for narrower""/&gt; to the &lt;map&gt;.</p>

<p>
The schematron error is "" If the map is narrower, there SHALL be some comments."", which is confusing.  A better error message may be needed.</p>

<p>
 </p>
",3048,"2015-01-28 20:15:37+00",150
"===",3341,3,"2014-06-10 16:27:25+00","2015-03-18 12:36:04+00","Complete model-driven search parameter specification","<p>
Per <a href=""http://www.hl7.org/implement/standards/fhir/securityevent.html#comment-1416753700"">Llyod's advice on question I posted on missing search parameter paths</a> for the SecurityEvent resource I propose the following change:</p>

<p>
In addition to defiinng a 'path' for a search parameter to indicate the precise extent of the resource data used to determine a match using the well-defined resource-independent search keys and qualifiers, FHIR needs a model-driven way to specify a resource-specific algorithm used with some search parameter to account for a few of the search scenarios that have been defined without a specific search paramter path.</p>

<p>
Candidates in the DSTU 1 (Search parameters with no search key) include:</p>

<p>
* ImagingStudy: size<br />
* Location: near &amp; nearDistance<br />
* Organization: phonetic<br />
* Patient: phonetic<br />
* RelatedPerson: phonetic<br />
* SecurityEvent: patientId</p>

<p>
Location's near and nearDistance is a good example as the alogorithm for detemrining 'nearness' could be based on included GPS coordinates or inferred from a street address, etc.  so its not entirely clear which element(s) of the resource would or could represent the 'path' for that parameter.</p>

<p>
<strong>Problem</strong>: Without some additional metainformation it is unclear if a path is missing because the model is incomplete or if a missing path is supposed to imply a search parameter with a resource-specific matchign algorithm.  For model-driven code generators a little more metainfo in the model would help.</p>

<p>
<strong>Proposed Solution:</strong> To make the intent of the model defining this resource precise adding metadata to the model to indicate that the parameter's mathcing logic is 'resource specific' and defined in the definition comment.  With this metainfo a generated implementation knows a general purpose resource-independent matching algorithm (like a string match or date range search on a particular element) won't suffice and that one specific to that named parameter on that particular resource will need to be used at runtime and supplied by the implementator (i.e. not generated).   </p>

<p>
And, if we expect there is a future need to support multiple named matching algorithms for the same logical named search parameter that could be handled without further modification to FHIR metamodel by creating separate named parameters with different suffixes indicating the different matching algorithm.  This would avoid formally introducing support into the metamodel for multiple runtime-selectable named algorithms on the same logical search parameter, something that, so far anyway, appears to be very rare in the FHIR model.</p>

<p>
<strong>Affected Resources: </strong>Potentially impacts the 6 resources listed above.  I can't tell if they all count as resource-specific search parameters, but these 6 are the resources that have some empty search paths and are potential candidates for marking as 'resource-specific' search parameters. </p>
",3048,"2015-03-18 12:36:04+00",1078
"===",3342,3,"2014-06-11 22:39:23+00","","contained resources overrepresented in examples","<p>7 of 8 examples use contained resources instead of external resources.  Is this intentional?  </p>

<p> Section 1.12.3.3  Contained Resources  states  "" In some circumstances, the content referred to in the resource reference does not have an independent existence apart from the resource that contains it In some circumstances, the content referred to in the resource reference does not have an independent existence apart from the resource that contains it...This SHOULD NOT be done when the content can be identified properly, as once the "" </p>

<p>So by making virtually all the examples have contained resources  a) suggests that its always the case that the inline content like diagnostic order or observation or patient don't have an independeent existence and b) that this an acceptable way to send reports instead of resource bundles and 3) since developers are prone to copying examples rather than reading the fat spec, this is setting a bad precedent.</p>

<p>I propose removing contained resources from all but 1 or 2 of examples, putting the external references in the appropriate Diagnostic Report elements and providing and example or 3 of an atom feed for a Diagnostic report that include all the referenced resources.</p>
",2711,"2015-03-22 01:44:50+00",2711
"===",3348,3,"2014-06-12 20:34:30+00","2014-10-15 10:10:40+00","Version history sections are broken","<p>
The version history page has three sections numbered 1.4.</p>
",2942,"2014-10-15 11:04:01+00",150
"===",3349,3,"2014-06-12 21:24:51+00","2015-03-15 12:16:29+00","encounter-reason valueset link in Appointment documentation is broken","<p>
The link to <a href=""http://hl7.org/fhir/vs/encounter-reason"">http://hl7.org/fhir/vs/encounter-reason</a> 404s. The ID in valuesets.xml for this value set is given as <a href=""http://hl7.org/fhir/valueset/encounter-reason"">http://hl7.org/fhir/valueset/encounter-reason</a> in entry.id, but <a href=""http://hl7.org/fhir/vs/encounter-reason"">http://hl7.org/fhir/vs/encounter-reason</a> in entry.content.ValueSet.identifier.</p>
",2942,"2015-03-15 12:16:29+00",150
"===",3350,3,"2014-06-19 16:27:54+00","2014-11-25 20:26:29+00","Request change to Tag ","<p>
The Tag:</p>

<p>
~~Keep information from patient: <a href=""http://hl7.org/fhir/v3/ActCode#TABOO"">http://hl7.org/fhir/v3/ActCode#TABOO</a></p>

<p>
About a year ago effort was made to remove the use of the term TABOO in favour of a more appropriate term. Suggest this Tag term be changed to reflect the outcome of that effort.</p>
",3074,"2014-11-25 20:26:29+00",1078
"===",3354,3,"2014-06-23 18:55:35+00","2014-10-15 10:13:13+00","Adjust wording to remove redundancy ","<p>
~~~~When a profile redefines a binding, it can redefine the binding - suggest removing the 'it can redefine the binding'.</p>
",3074,"2014-10-15 11:04:05+00",150
"===",3355,3,"2014-06-23 18:56:29+00","2014-10-30 21:25:11+00","ValueSet ","<p>
ValueSet defines the following search param called ""code"":</p>

<p>
---<br />
code<br /><a href=""http://hl7-fhir.github.io/search.html#token"">token</a><br />
A code defined in the value set<br />
ValueSet.define.concept.code<br />
---</p>

<p>
But the element path appears to be incorrect: shouldn't it be ""ValueSet.define.concept"" rather than ""ValueSet.define.concept.code""?</p>
",2904,"2014-10-30 21:25:11+00",150
"===",3356,2,"2014-06-24 14:07:10+00","2015-03-17 00:57:01+00","related-target isn't tight enough","<p>
The Observation class allows you to search for related-target.  This will be most useful for chaining.  E.g. Find me the blood pressures that have a systolic value in a particular range.  (Where you want back the full blood pressure, not just the systolic measurement.)  However, to do this properly, you want to constrain the type of the relationship.  There's no way to do that right now.</p>

<p>
As well, we should indicate whether the search recurses.  For example, it may not always be certain whether the target observation will be nested one or two or even three levels deep within a compositional structure.  (This is a theoretical issue - I don't have a specific example, so it's possible it's not a real problem.)</p>
",105,"2015-03-17 01:30:04+00",105
"===",3357,3,"2014-06-24 20:48:43+00","2014-12-01 20:08:47+00","Organization.id RIM mapping is wrong","<p>.scopes[Role](classCode=IDENT) is not a coherent mapping</p>
",150,"2014-12-01 20:08:47+00",2909
"===",3358,3,"2014-06-25 14:00:53+00","","Need to clarify what's in-scope for resources vs. profiles","<p>
Structured data like blood pressure, complex procedures, etc. can all be encoded with different levels of detail - and sometimes even with different nesting structures.  We need to make clear that the resources don't standardize all of this (and can't, for a variety of reasons) and that where standardization on this is necessary for interoperability, it will come from Profiles.</p>
",105,"2015-01-13 20:40:59+00",150
"===",3359,4,"2014-06-25 23:08:54+00","","documentreference should support structured ","<p>
To support search across documents, a DocumentReference should have a ""keywords"" property, with cardinality 0..*, of CodeableConcepts. And a ""keywords"" search parameter should be added, referncing this property.</p>

<p>
This would allow indexing arbitrary documents (e.g. binary data, images) by key terms.</p>
",2904,"2015-03-15 15:40:43+00",1078
"===",3360,3,"2014-06-26 09:08:13+00","2014-10-13 06:18:10+00","Conformance.messaging.reliableCache ","<p>
Conformance.messaging.reliableCache is a ""length"" but no units are specified.  Is this in minutes or seconds or just the number of messages that are cached?</p>
",3048,"2014-10-15 11:04:14+00",150
"===",3361,3,"2014-06-26 09:27:46+00","","Message endpoints should be associated with the event protocol","<p>
I'm confused about Conformance.messaging.endpoint and Conformance.message.event.protocol.  Would not each supported protocol have a different endpoint.  If doing MLLP it would be ""tcp://host:port"" but if FTP then endpoint is ""<a href=""ftp://host"">ftp://host</a>"". </p>

<p>
I expect the endpoint to be associated with the protocol.  So we should remove endpoint from Conformance.messaging and add a Conformance.message.event.endpoint.</p>

<p>
 </p>
",3048,"2015-01-13 20:45:14+00",150
"===",3363,3,"2014-06-26 16:56:51+00","2014-09-18 17:22:21+00","Why is Specimen.collection 1..1 when everything on it is 0..1?","<p>
Why is Specimen.collection 1..1 when everything on it is 0..1?</p>

<p>
collected[x] would be required for specimen based observations  ( is currenlty 0..1)  but in the base resource is this a necessary constraint.?</p>
",2711,"2014-10-15 11:04:25+00",150
"===",3371,3,"2014-07-03 16:31:52+00","2015-03-11 03:56:24+00","value set name for composition.class is confusing","<p>
The name of the value set ""Value Set <a href=""http://hl7.org/fhir/vs/xds-typecodes"">http://hl7.org/fhir/vs/xds-typecodes</a>"" for composition.class is confusing since there is a composition.type element as well which has a value set ""<a href=""http://hl7.org/fhir/vs/doc-codes"">http://hl7.org/fhir/vs/doc-codes</a>"". I propose changing the name of the value set to doc-classcodes and doc-typecodes or something like that to remove this potential source of confusion.</p>
",2711,"2015-03-11 03:56:24+00",150
"===",3379,3,"2014-07-08 15:29:36+00","2015-02-04 05:28:02+00","Observation should enable linking to an Encounter","<p> Josh Mandel: I'd like to link Observation --&gt; Encounter. For example, I record a blood pressure observation at an encounter, but have no way to say which encounter. Has anyone else run into this?<br />
[9:46:11 AM] James Agnew: We just added an extension for this<br />
[9:46:54 AM] James Agnew: On both diagnosticreport and observation.</p>

<p> </p>
",2904,"2015-02-04 05:28:02+00",2711
"===",3380,3,"2014-07-09 10:05:08+00","2014-10-15 10:16:39+00","If history is not supported, return 501, not 410","<p>
In section 2.1.7, when a server does not maintain history, it is expected to respond with HTTP response code 405. This seems inappropriate as the server is also required to return a list of valid HTTP methods for the resource. Since the resource is gone, there are no appropriate methods to execute on it. 410 may be appropriate as stated in the section when it is deleted or 501 for Not Implemented.</p>
",2529,"2014-10-15 11:04:32+00",150
"===",3381,3,"2014-07-09 14:27:06+00","2015-03-21 23:25:18+00","Objective-C Reference Implementation from Download page is broken","<p>
The Objective-C reference implementation posted on the downloads page (<a href=""http://www.hl7.org/implement/standards/fhir/downloads.html"">http://www.hl7.org/implement/standards/fhir/downloads.html</a>) is broken. It looks like it was built on a Windows system using the FHIR build tools, which messes up the file separators &amp; file names for OS X. I tried to manually rename/reorganize the files, but I couldn't make XCode happy.</p>

<p>
The only solution seems to be to actually build FHIR on OS X, and then import it into XCode. I'd be glad to submit my working build/XCode project. Please let me know if there's any specific instructions for packaging the code.</p>

<p>
Also, it would be really handy to make this into a CocoaPod (<a href=""http://cocoapods.org"">http://cocoapods.org</a>). Again, I'd be glad to do so, but that would make me the owner of the library.</p>
",3048,"2015-03-21 23:25:18+00",2953
"===",3383,3,"2014-07-11 14:27:50+00","2015-01-19 22:52:18+00","Unify ","<p>
MedicationAdministration uses ""whengiven"" as a search parameter while MedicationStatement uses ""when-given"". This could possibly be unified to use one or the other.</p>

<p>
Given than in both profiles the ""whenGiven"" property is a period but the search parameter is a date, would it make sense to rename this to ""date-given"" or similar? MedicationPrescription has a parameter ""datewritten"", a possible source of inspiration (and a possible candidate for renaming to ""date-written"").</p>
",3088,"2015-01-19 22:52:17+00",475
"===",3384,3,"2014-07-13 18:21:12+00","2015-03-15 22:12:34+00","Disconnect between authoring template and Profile for messaging artifacts","<p>
The spreadsheet allows multiple resources to be specified on both request and response, but has no place to capture the profile associated with either request or response.  It also allows capturing both a description and notes.  On the other hand, Conformance.messaging.event has 1..1 focus instead of 1..*, identifies no information about the focus for response resources and requires profiles for both request and response.  It also only has a slot for documentation with no ability to differentiate description from notes.</p>
",105,"2015-03-15 22:12:34+00",150
"===",3385,3,"2014-07-15 00:33:30+00","2014-10-15 10:17:02+00","Change the FHIR license","<p>
After discussing the FHIR license with Larry Rosen (leading expert on licensing), propose to change the existing contents of section 1.2.2 and after with the following simple text: </p>

<p>
&gt; 1.2.2 FHIR License<br />
&gt;<br />
&gt; Copyright (C) 2014 HL7.<br />
&gt;<br />
&gt; This document is produced and distributed by HL7 under the terms of<br />
&gt; HL7® [[Governance and Operations Manual]] relating to Intellectual<br />
&gt; (Section 16), specifically its copyright, trademark and patent provisions.<br />
&gt;<br />
&gt; This document is licensed under Creative Commons ""No Rights Reserved"" ([[CC0]]).<br />
&gt;<br />
&gt; ""HL7"" and ""FHIR"" are registered trademarks of HL7.<br />
&gt;</p>

<p>
&gt; 1.2.3 Additional information about the license:<br />
&gt; <br />
&gt; * FHIR is © and ® HL7. The right to maintain FHIR remains vested in HL7<br />
&gt; * You can redistribute FHIR<br />
&gt; * You can create derivative specifications or implementation-related products and services<br />
&gt; * Derivative Specifications cannot redefine what conformance to FHIR means<br />
&gt; * You can't claim that HL7 or any of its members endorses your derived [thing] because it uses content from this specification<br />
&gt; * Neither HL7 nor any of the contributors to this specification accept any liability for your use of FHIR</p>

<p>
 </p>

<p>
+ also we need to add the LOINC usage notice at the end of the page as well</p>
",150,"2014-10-15 11:04:35+00",150
"===",3392,3,"2014-07-15 16:03:15+00","2014-10-12 20:12:17+00","Include isSummary attribute in Profile definitions","<p>
It seems like it would make sense to define what data clients should expect to have access to for summary records. A mark at f:Profile/f:structure/f:element/f:definition/f:isSummary/@value would be consistent with the design.</p>

<p>
Add an isSummary element to the FHIR element definition. This value should default to False.</p>

<p>
Example</p>

<p>
  &lt;element&gt;<br />
    &lt;path value=""Patient.name""/&gt;<br />
    &lt;definition&gt;<br />
      &lt;short value=""A name associated with the patient""/&gt;<br />
      &lt;formal value=""A name associated with the individual.""/&gt;<br />
      &lt;comments value=""Person may have multiple names with different uses or applicable periods.For animals, the name is a &amp;quot;HumanName&amp;quot; in the sense that is assigned and used by humans and has the same patterns.""/&gt;<br />
      &lt;min value=""0""/&gt;<br />
      &lt;max value=""*""/&gt;<br />
      &lt;type&gt;<br />
        &lt;code value=""HumanName""/&gt;<br />
      &lt;/type&gt;<br />
      &lt;isModifier value=""false""/&gt;<br />
      <strong>&lt;isSummary value=""true""/&gt;</strong><br />
      &lt;mapping&gt;<br />
        &lt;identity value=""rim""/&gt;<br />
        &lt;map value=""name""/&gt;<br />
      &lt;/mapping&gt;<br />
      &lt;mapping&gt;<br />
        &lt;identity value=""v2""/&gt;<br />
        &lt;map value=""PID-5, PID-9""/&gt;<br />
      &lt;/mapping&gt;<br />
    &lt;/definition&gt;<br />
  &lt;/element&gt;</p>
",3048,"2014-10-15 11:04:42+00",150
"===",3395,3,"2014-07-16 15:19:49+00","2014-10-21 20:12:47+00","Release ImagingStudy.series.instance cardinality to 0..X","<p>
The instance attribute in the ImagingStudy resource has currently a cardinality requirement of 1..X, which requires instance information is populated when the series level information is sent in the resource. In order to use this resource to serve image information query, a query request may instruct the provider to only return imaging study information to the series level. Becasue a series can contain a large number of instances, and a client may be interested only in series level information to list all studies / series, a query response with ImagingStudy resource populated information only in study and series level reduce the message size significantly and therefore improve the query response performance.</p>

<p>
The proposal is to release the cardinality requirement of ImagingStudy.series.instance to 0..X. If some application needs to enforce inclusion of instance level information, constraint can be applied in a profile.</p>
",3048,"2014-10-21 20:12:47+00",1078
"===",3396,3,"2014-07-17 14:25:36+00","2014-07-25 09:45:15+00","Base profiles use Profile's ElementDefinition.nameReference is a path, not a name reference","<p>
In the base Profiles (e.g. <a href=""http://www.hl7.org/implement/standards/fhir/questionnaire.profile.xml.html"">http://www.hl7.org/implement/standards/fhir/questionnaire.profile.xml.html</a>), an elementDefn's ""nameReference"" is filled out with a full path, however the Profile spec says this should be a symbolic name (referring to Element.name). Invariant 2 is actually validating this, so all base Profiles should not pass validation currently.</p>

<p>
I would like to change ""nameReference"" to be a path, not a name, since otherwise every developer has to resolve this name to the path anyway (so it's better the publication tool/authoring tools do this instead).</p>
",2529,"2014-07-25 09:45:14+00",2529
"===",3397,3,"2014-07-17 19:17:09+00","2015-02-18 05:42:13+00","Questionnaire needs to inform the reader that Security/Privacy is dependent on specific questionnaire content","<p>
The generic Questionnaire is a good example where the reader of the FHIR spec might need specific guidance, specifically that the content of the specific Questionnaire they are building needs to be assessed, as FHIR can’t pre-judge all possible questioners against Privacy and Security impact. For example the core specification supports a Questionnaire that is very minimal and thus would not have any privacy impact, and possibly not have even much security impact. The Questionnaire could also be gathering highly sensitive and patient specific.</p>
",1078,"2015-02-18 05:42:13+00",105
"===",3398,3,"2014-07-18 14:49:12+00","2014-12-07 11:26:33+00","Add Encounter.hospitalization fields to search","<p>It is not currently possible to search for fields in Encounter.hospitalization. The relevant fields should be considered for addition to the list of search parameters supported for Encounter, including at least:</p>

<p>- Encounter.hospitalization.period<br />
- Encounter.hospitalization.accommodation.bed<br />
- Encounter.hospitalization.accommodation.period</p>

<p>A case could also be made for:</p>

<p>- Encounter.hospitalization.specialArrangement</p>

<p>in cases where a system wants to compile a list of patients currently requiring a particular service (""Which currently admitted patients need a translator?"")</p>
",2942,"2014-12-07 11:26:33+00",2909
"===",3399,3,"2014-07-18 14:54:01+00","2014-12-07 11:28:12+00","Relationship between Encounter.location and Encounter.hospitalization.accommodation is unclear","<p>Both Encounter.location and Encounter.hospitalization.accommodation capture information on a patient's location, in cases where the patient is hospitalized. One can speculate that the location field should be used to represent a locatioon at the level of a ward, and the accommodation to specify a particular location within the first specified location, but the implementer shouldn't be required to speculate. The documentation should make clear what the relationship is between these two fields.</p>
",2942,"2014-12-07 11:28:12+00",2909
"===",3400,3,"2014-07-21 02:36:53+00","2014-10-15 11:04:50+00","Add Time Data type","<p>
Add a time data type for recording a time during the day, where the day itself is not known. Requests for this functionality from multiple sources including the SDC project. </p>

<p>
 </p>
",150,"2014-10-15 11:04:50+00",150
"===",3403,3,"2014-07-21 20:28:36+00","2014-11-14 00:24:31+00","Observation.bodysite should be removed","<p>bodySite is ambiguous - is it target body site, or approach body site? the mapping is to targetSiteCode, but the definition is not sufficiently clear about this. But there doesn't appear to be any strongly identified use cases for this property on observation to justify it's existence. </p>

<p>Need to consider the use cases that drove it's adoption later in v2, but it smells like an extension</p>
",150,"2014-11-14 00:24:31+00",2711
"===",3406,3,"2014-07-22 19:39:50+00","2014-12-07 11:28:36+00","Confusion with Encounter.period vs. Encounter.hospitalization.period","<p>There's no clear explanation of the reason for both Encounter.period and Encounter.hospitalization.period.  At minimum, there needs to be  a clear explanation of the difference for both.  However, dropping hospitalizatin.period is also possible, as it's not clear that both are in the 80%.</p>
",105,"2014-12-07 11:28:36+00",2909
"===",3407,3,"2014-07-22 21:23:29+00","2014-10-15 11:05:04+00","Encounter.location.period should not be mandatory","<p>Encounter.location.period is currently mandatory, and I believe it shouldn't be.</p>

<p>Per the encounter definition:</p>

<p>&gt; Encounter instances may exist before the actual encounter takes place to convey pre-admission information, including using Encounters elements to reflect the planned start date, planned accommodation or planned encounter locations. In this case the <em>status</em> element is set to 'planned'.</p>

<p>A common use case (I believe) is for pre-admission encounters to be registered, where the location is known but the time is not yet known. Certainly at a minimum this is a workflow that my own organization supports.</p>
",3048,"2014-10-15 11:05:04+00",150
