"start","tracker_item_id","comment_date","comment","submitted_by"
"===",3258,"2014-09-29 03:52:20.448111+00","<p>
Applied 29-Sept 2014 svn 2928</p>
",150
"===",3258,"2014-10-30 20:29:56.146258+00","<p>
Approved Vocab - Grahame/Russ 30/10/2014Vocab - unanimous</p>
",150
"===",3260,"2014-06-12 05:29:17.463119+00","<p>
Approved by PC 20140529</p>
",105
"===",3261,"2014-06-12 05:29:36.042461+00","<p>
Approved by PC 20140529</p>
",105
"===",3262,"2014-09-17 15:09:06.858549+00","<p>
17-Spt 2014: change them to optional, and note about usage and the shareable value set definition. Grahame/Rob 12-0-0</p>
",150
"===",3262,"2014-09-29 01:03:24.048521+00","<p>
Applied 29-Sept 2014 svn 2927</p>
",150
"===",3263,"2014-10-14 06:15:17.261246+00","<p>
Actually, there were two problems: the system URI in the definition was wrong, and the field short description was wrong. Fixed both these, svn revision 3012</p>
",150
"===",3264,"2014-10-15 05:04:13.697899+00","<p>
see task 3047</p>
",150
"===",3264,"2014-10-15 10:19:28.469063+00","<p>
done for #3074</p>
",150
"===",3265,"2014-05-14 15:45:33.438592+00","<p>
+1 on this item. I think it should be given a high priority. The status quo makes it very difficult to use extensions correctly in any environment where multiple servers are in use (dev/prod environments, multiple organizations trying to share extensions, etc.).</p>

<p>
Id like to also propose that a search parameter be added to the Profile resource called ""authoritative-url"" so that extension definitions can remain discoverable when this facility is used (i.e if the DEV system is used to define a profile, the production system can host a copy and not need to reach out for a copy)</p>
",2970
"===",3265,"2014-10-22 19:16:10.99144+00","<p>
This was actually done several months ago (<a href=""http://hl7-fhir.github.io/profile-definitions.html#Profile.url"">http://hl7-fhir.github.io/profile-definitions.html#Profile.url</a>), based on general agreement around this. but it's never been formally approved.</p>
",150
"===",3266,"2014-10-28 22:39:49.246518+00","<p>
Already applied as part of another change apparently</p>
",105
"===",3274,"2014-07-31 20:05:15.463423+00","<p>This was found while doing a v2 mapping exercise.</p>

<p>Should we also be adding this to the Contact on other resources?</p>

<p>There is some confusion with the Contact (telecon) and Patient.Contact datatypes/resource components, should these be reviewed?</p>
",2909
"===",3274,"2014-08-26 20:37:46.994372+00","<p>PA call 26th August 2014:<br />
Decided to just apply the change to the model. The datatype name change can be done at another time.</p>
",2909
"===",3274,"2014-09-16 17:12:58.407626+00","<p>The current value of .scopes[Role](classCode=IDENT) has been accepted as correct.</p>
",2909
"===",3275,"2014-10-15 05:02:50.455157+00","<p>
svn revision 3052</p>
",150
"===",3275,"2014-10-15 10:06:50.852773+00","<p>
done for #3275</p>
",150
"===",3276,"2014-10-22 05:32:55.848429+00","<p>
svn revision 3235</p>
",150
"===",3279,"2014-10-14 06:07:37.21719+00","<p>
Done svn revision 3011</p>
",150
"===",3280,"2014-10-14 00:22:33.206006+00","<p>
Already defined: <a href=""http://hl7.org/fhir/documents/mailbox"">http://hl7.org/fhir/documents/mailbox</a> - basic, yes, I accept documents, but no, I don't do tell you what I do with them</p>

<p>
Propose to define the following new profiles: <br />
* <a href=""http://hl7.org/fhir/documents/mailbox/resend"">http://hl7.org/fhir/documents/mailbox/resend</a> - the document will be forwarded to another host (e.g. XDR)<br />
* <a href=""http://hl7.org/fhir/documents/mailbox/register"">http://hl7.org/fhir/documents/mailbox/register</a> - the document will be stored as a binary, and registered as a document reference (e,g. added to the document registry (e.g. XDS)<br />
* <a href=""http://hl7.org/fhir/documents/mailbox/document"">http://hl7.org/fhir/documents/mailbox/document</a> - the document will be made available on the document end-point<br />
* <a href=""http://hl7.org/fhir/documents/mailbox/publish"">http://hl7.org/fhir/documents/mailbox/publish</a> - the document will be broken into resource pieces, and the pieces published as resources on the standard RESTful interface</p>

<p>
 </p>
",150
"===",3280,"2015-01-12 12:52:03.405738+00","<p>
needs to be updated depending on decision about the use of mailbox (other task)</p>
",150
"===",3290,"2014-09-15 22:02:28.622125+00","<p>
Agree to make contentType optional and add the specified constraint</p>

<p>
Still discussion on appropriate name of element (and binding)</p>
",105
"===",3290,"2014-09-18 14:19:13.61882+00","<p>
Make ContentType optional with a constraint that it is required if data is present. Grahame/Steve 4-0-0</p>
",150
"===",3290,"2014-10-07 18:39:44.187274+00","Assigned to Paul",414
"===",3290,"2014-10-15 05:00:11.257346+00","<p>
see task 3011</p>
",150
"===",3290,"2014-10-15 05:00:17.869365+00","<p>
see task 3011</p>
",150
"===",3291,"2014-09-17 16:32:34.1177+00","<p>
17-Sept 2014: Make both base64Binary. Grahame/Reuben 5-0-0</p>
",150
"===",3291,"2014-10-07 18:41:18.145467+00","Assigned to Paul",414
"===",3291,"2014-10-14 06:01:38.908174+00","<p>
done svn revision 3010</p>
",150
"===",3292,"2014-05-23 17:11:17.361733+00","<p>
Loosening to 0..1 makes good sense.  Whether code falls within the 80% is questionable.  If not, suggest defining a standard extension.  Enforcing that you must have one or the other might prevent a narrative-only so should be pursued with caution</p>
",105
"===",3292,"2014-11-17 11:17:51.758218+00","<p>Why not use just codeableConcept.  It already has a text component.  To me is redundent to have a Alert.note text element AND a Alert.code.text element when they can and should carry the same information.   ( assume the .note is a repesentation of the .code.</p>

<p>So instead of proposed keep way it is.   (with 1..1 either code or text or both is required.)</p>

<p> </p>

<p>Eric  </p>
",2711
"===",3293,"2014-10-15 04:58:42.806069+00","<p>
svn revision 3051</p>
",150
"===",3296,"2015-01-12 12:55:32.308794+00","<p>
taglist has been removed</p>
",150
"===",3298,"2014-05-27 23:17:42.562369+00","<p>
Note that the server reference above no longer demonstrates the issue because the server stated adding the content-disposition header. </p>

<p>
 </p>

<p>
Also, that's not the end of the matter. Discussion between Grahame and Josh: </p>

<p>
I guess that we just need to note that <br />
* RESTful provider should use content-disposition: Attachment;<br />
* if web consimer is going to get html from Binary, it needs to validate that it's safe for whatever it's going to do with it</p>
",150
"===",3298,"2014-07-22 12:58:37.534866+00","<p>
July 8th - SecurityWG meeting</p>

<p>
assigned to Duane to provide thoughts on the implication</p>
",1078
"===",3298,"2014-10-21 20:23:37.410041+00","<p>
We need someone to craft a readable message and provide instructions on where that text should go.</p>

<p>
All content pulled/pushed upon ingestion must be validated as being of the form expected. Where specific defense against embedded script and executables.</p>
",1078
"===",3298,"2015-02-09 18:17:54.245765+00","<p>
Need new words to insert into existing security page on input validation.</p>
",1078
"===",3299,"2015-01-13 09:24:03.890965+00","<p>
Since we have removed the Atom(pub) RFC from the standard, this item is no longer relevant.</p>
",2529
"===",3299,"2015-01-13 20:12:38.467561+00","<p>
no longer using Atom, so this task becomes irrelevant</p>
",150
"===",3310,"2014-07-22 13:00:08.575876+00","<p>
July 8th, Security WG</p>

<p>
Assigned to Alex Mense -- Need gforge account for formal assignment.</p>
",1078
"===",3310,"2014-08-05 22:07:58.84859+00","<p>
I have reviewed the propsed change. The proposal looks okay to review at security WG. The last paragraph might be better written with more formal language.</p>
",1078
"===",3311,"2015-01-13 20:14:11.45799+00","<p>
Does PC want to add these extensions as part of the FHIR spec itself, or just close this task?</p>
",150
"===",3312,"2014-07-22 13:03:27.615322+00","<p>
July 8th, Security WG meeting</p>

<p>
assigned to Kathleen; with help</p>

<p>
from Richard Schneider</p>

<p>
Mike does not like the idea of modifying the information at will. There should be some provenance information, including who has modified it and when, etc.</p>

<p>
Kathleen - this is an issue: how they can create operations and change TAGs</p>

<p>
security group needs to decide on how to do updates on TAGs.</p>

<p>
Mike - this could be a major role for Provenance</p>

<p>
 </p>
",1078
"===",3312,"2014-07-22 13:11:48.755503+00","<p>
This is a request for guidance on how to encode into SecurityEvent the details of a security-relevant event that includes security-tags. The point is to what extent are the security-tags important to record in the security event (audit log entry)? And if they are important to log, where in the SecurityEvent should be be recorded. My initial reaction is that these security-tags are unnecessary to record in the audit log. The security system was the one that creatted the security-tags, thus they could be re-identified at anytime by the security system.</p>

<p>
The securityEvent model is based on a chain of standards (ASTM, ISO, IHE) that have as a fundimental principle that the security log should not contain unnecessary detail. This is why we only record the unique identifier of the patient, as we know we can 'look-up; the detail in the patient directory. Same goes for User (e.g. Provider), Report, Order, Result, Document, and FHIR resource instance. Thus my recommendation would be to explain this fact, which results in clear instruction that recording the security-tag is unnecessary and potentially problematic.</p>

<p>
 </p>

<p>
Thus the discussion recorded at the July 8th meeting does not seem to be on target.</p>
",1078
"===",3312,"2014-11-25 21:27:32.263535+00","<p>
Does updating tags create a new version of the resource now?  If not, there's still an issue because Provenance normally points to the data associated with a change by linking to a specific version.  However, if there isn't a new version created when tags change, then there's no version to point to that would convey what the tag values are. </p>

<p>
(Also note that this issue isn't limited to security tags - there would be provenance issues related to changing workflow tags and other tags too.)</p>
",105
"===",3315,"2014-10-01 23:31:00.095816+00","This item requires MnM approval prior to implementation.",414
"===",3315,"2014-10-02 03:13:10.394512+00","<p>
Not methodology (design of resources/profiles)</p>
",105
"===",3315,"2014-10-02 23:11:50.321671+00","<p>
decided to add _filter parameter in a different task (can't find it)</p>
",150
"===",3315,"2014-10-22 19:17:59.682477+00","<p>
see <a href=""http://hl7-fhir.github.io/search_filter.html."">http://hl7-fhir.github.io/search_filter.html.</a> This task may be auto-approved?</p>
",150
"===",3316,"2014-10-15 10:09:57.285819+00","<p>
svn revision 3067</p>
",150
"===",3317,"2014-06-03 04:00:15.30546+00","<p>
The  ""path"" is only specified at present if the parameter represents a ""standard"" search on the specified path.  Because these are non-standard, no path is identified.  However, perhaps we could document search parameters in a way that allowed specifying the path plus some additional language to explain the complexity</p>
",105
"===",3317,"2015-01-13 20:14:54.505578+00","<p>
Does xpath have any sense of an operation like this? are operations extensible?</p>
",150
"===",3317,"2015-01-13 20:19:01.273555+00","<p>
XPath has no notion of phonetic.  You'd have to reference a custom operation that invoked some external library (and that's only supported by engines like Saxon).  </p>
",105
"===",3318,"2015-01-13 20:15:40.907943+00","<p>
Security: this needs to turn into a more concrete proposal of change. How to progress this?</p>
",150
"===",3326,"2014-06-06 14:01:40.504092+00","<p>
Can you attach your sample (or email it to me so I can attach)?</p>
",105
"===",3327,"2014-06-06 14:46:23.184651+00","<p>
Can you attach a sample which has the problem?</p>
",105
"===",3327,"2014-08-06 13:29:36.631065+00","<p>The application profile is generated with the pub tool. We constrained both 'event' and 'reason' element in the first resource MessageHeader to bind them with some value sets. But in the html you can see these elements are rendered twice - both with and without constraits. Similar errors orrcur in other places too.</p>

<p>I tried to attach the generated html file but cannot find a way to do so in this interface. I'll try to email it to you.</p>
",3053
"===",3327,"2014-08-06 15:17:26.362011+00","<p>
Ok.  If you're doing profiles, that's been a work in progress for the last several months.  Grahame's been doing a ton of work on it.  It would probably be good if you tried running your build with the most recent set of tools (i.e. from last night) and see if you still have an issue.  (Not swearing the publication tooling is to the point we need it to be yet, but it's an order of magnitude better than it was.)</p>
",105
"===",3337,"2015-01-28 20:15:37.189054+00","<p>
fixed, svn revision 3980</p>
",150
"===",3341,"2015-01-23 20:48:50.424749+00","<p>
Coordination with DICOM, IHE, and FHIR. Move to a Tcon.</p>
",1078
"===",3341,"2015-02-23 18:10:24.654058+00","<p>
IIWG recommends deleting size as a search parameter for ImagingStudy due to problems of definition, and lack of valid intended use case.</p>
",3140
"===",3341,"2015-03-17 11:09:42.164907+00","<p>
Moving this to approved for removal of ""size"" parameter.  Once that's complete change status to ""deferred"" for post-ballot consideration of formal documentation of complex search parameters</p>
",105
"===",3342,"2014-06-11 23:45:14.776989+00","<p>
It would be good to spit out a warning in the tools on any contained resource that has an identifier.  A quick review of all examples using ""contained"" wouldn't be a bad idea either</p>
",105
"===",3342,"2014-09-11 17:49:38.205023+00","<p>
There is concern where to document this as documenting it here is discouraged.  To be discussed Monday Q3 or Thursday Q2 with Grahame during the September WGM.</p>
",3064
"===",3342,"2015-02-08 17:51:22.025741+00","<p>
actually a publishing issue since can only contain in bundle if want to see the individual observations but concern is contained will be abused.  I suggest convert all to bundles? </p>
",2711
"===",3342,"2015-02-08 19:04:35.549168+00","<p>
Don't think we need bundles.  Having things as stand-alone resources without contained elements is fine.  We can (and are) using hyperlinks in the HTML rendering of the examples to allow you to jump to the referenced resources.  We should only use bundles if we're specifically trying to show an document, message or transaction or something that requires it.  Otherwise, the instances should be independent.</p>

<p>
The place where publishing really comes into play is maintaining example instances where the responsibility for the content of a particular resource instance like ""condition"" or whatever should actually belong to a WG other than PC because that specific condition instance is being used to support a pharmacy example or public health example, etc.</p>
",105
"===",3342,"2015-02-19 21:02:11.2655+00","<p>
I agree with the maintainence of examples issue since obervation gets the most action.  Not sure I have the bandwidth to fix this right now.  Maybe an inline comment stating the contained are a convenience and preferred  way is exteranal references.?</p>
",2711
"===",3342,"2015-03-15 12:15:47.957648+00","<p>
Just get the tools to break the examples automatically up where it can (most of them)</p>
",150
"===",3342,"2015-03-15 13:05:00.981741+00","<p>
What are the criteria for the tool to know that a contained instance is actually intended to be stand-alone?  For example, with Questionniare, there might be ""complete"" value sets, but they're not intended to be stand-alone.</p>
",105
"===",3342,"2015-03-15 22:11:38.61547+00","<p>
Don't know. Make it a setting on the spreadsheet?</p>
",150
"===",3342,"2015-03-15 23:01:07.662011+00","<p>
Thing is, there may be a mix - some to be non-contained, others to be non-contained.  Perhaps an extension on the resource?  Or even a comment in the XML?</p>
",105
"===",3342,"2015-03-17 03:30:18.141873+00","<p>
well, if it's that complex, people can just author it themselves correctly </p>
",150
"===",3342,"2015-03-22 01:44:50.11707+00","<p> I made the original comment since I thought the examples were misleading but now realized they are a publishing convienence so we don't have a bundles as examples and we don't proliferate dozens more observation examples.   I've gotten a lot more efficient at updating examples en masse using mostly Regex so the maintenance issue has been mitigated.   But can we have too many examples? </p>
",2711
"===",3348,"2014-10-15 10:10:39.90293+00","<p>
already fixed</p>
",150
"===",3348,"2014-10-15 10:10:40.229275+00","<p>
already fixed</p>
",150
"===",3349,"2015-03-15 12:16:29.551285+00","<p>
already fixed</p>
",150
"===",3350,"2014-06-25 19:01:32.731353+00","<p>As discussed on the list, the code is TBOO.  It has been moved from the retired _ConfidentialityModifer in c:Confidentiality.  It is now in the c:ActCode under _ActInformationSensitivityPolicy.  The name has some traction as a ""term of art"" for a well understood use case, but the name could be changed if someone wants to pursue that activity. </p>
",162
"===",3350,"2014-07-22 13:01:57.934474+00","<p>
July 8th, Security WG</p>

<p>
Assigned to Kathleen</p>
",1078
"===",3350,"2014-10-23 00:16:09.994108+00","<p>
fixed svn revision 3241</p>
",150
"===",3354,"2014-10-15 10:13:12.898653+00","<p>
svn revision 3068</p>
",150
"===",3355,"2014-09-29 05:48:11.625586+00","<p>
no, it shouldn't be ValueSet.define.concept, it should be ValueSet.define.concept.code, since it is defined as ""A code defined in the value set"", rather than ""a concept defined in the value set""</p>
",150
"===",3356,"2014-06-26 18:34:02.765464+00","Should the related-target then only be used as part of the Related search as defined below:?:

related composite Related Observations - search on related-type and related-target together 

related-target reference Observation that is related to this one Observation.related.target
(Observation) 

related-type token has-component | has-member | derived-from | sequel-to | replaces | qualified-by | interfered-by Observation.related.type ",2711
"===",3356,"2014-06-26 19:06:20.538161+00","<p>
The issue is that you want a 3-part tuple - relationship type, target operation code and target operation value</p>
",105
"===",3356,"2014-07-07 23:14:08.145062+00","Do you have a proposal to fix this?  Should this be removed?  Seems to me is a component to the ""related' search parameter.",2711
"===",3356,"2014-07-08 01:47:02.836548+00","<p>
Somehow I missed that ""related"" existed.  So you can ignore that part.  All that's need now is to indicate whether related and relatedTarget recurse.</p>
",105
"===",3356,"2014-09-11 17:54:34.265029+00","<p>
This requires further discussion at the September WGM as it is unclear how one specifies that the search does or does not follow the chain.</p>
",3064
"===",3356,"2014-10-14 00:58:43.866232+00","<p>This is something OO punted to core.  Question on recursion depth. </p>

<p>So thwoop.</p>

<p>Eric</p>
",2711
"===",3356,"2014-10-14 02:18:50.953226+00","<p>
Right. this is not an OO issue - it's an API  / core issue. I don't know the answer either</p>
",150
"===",3356,"2015-03-16 14:45:31.49534+00","<p>&gt;As well, we should indicate whether the search recurses.</p>

<p>We have the potentially same situation for QuestionnaireAnswers if a usecase arises to search on linkId (which does not sound unreasonable to me)</p>

<p> </p>
",2529
"===",3356,"2015-03-16 19:30:20.053835+00","<p>
FHIR telecon 16-Mar 2015</p>

<p>
* _include is a convenience for minimising number of round-trips. The client can always choose to continue to pursue the links itself<br />
* how deep to recurse in _include is a server decision. <br />
* no change to current arrangements, but clarify the language </p>

<p>
Josh/Ewout 4-0-0</p>
",150
"===",3356,"2015-03-17 00:57:01.272883+00","<p>
svn revision 4580. close now</p>
",150
"===",3356,"2015-03-17 01:30:04.505503+00","<p>
Searching on linkId would be very weird to me.  What would the use-case be?</p>
",105
"===",3357,"2014-08-07 19:56:55.733488+00","<p>PA Call Notes:</p>

<p>Grahame, should this be "".id"" rather than "".scopes[Role](classCode=IDENT)""?</p>
",2909
"===",3357,"2014-08-14 20:37:20.518973+00","<p>
The rationale for it being .scopes[Role](classCode=IDENT) is that the ""business identifier"" aspect captures a lot more information - id type, assigning authority, etc.  The typical way this is modeled in the RIM for entities is using the IDENT role.</p>
",105
"===",3357,"2014-08-14 21:01:08.10557+00","<p>
Right. See the OtherIDs class in the Patient Admin DMIM</p>

<p>
Lloyd: isn't simply mapping to IDENT not enough? </p>
",150
"===",3357,"2014-08-15 04:04:48.23199+00","<p>
The presumption is there'd be a mapping on Identifier that explains where everything lives inside and IDENT role.</p>
",105
"===",3358,"2015-01-13 20:40:59.340359+00","<p>
This is really vague. what don't we say of this? and where do you want this clarification?</p>
",150
"===",3359,"2015-01-13 20:42:42.865809+00","<p>
well, this is an IHE related thing to decide. Seems reasonable as a notion, but it's not 80%?</p>
",150
"===",3359,"2015-02-08 01:25:14.187691+00","<p>
This is what the element type, and class are used for. I would need someone to explain what further this 'keywords' is.</p>
",1078
"===",3360,"2014-10-13 06:18:10.479241+00","<p>
fixed svn 2989</p>
",150
"===",3361,"2015-01-13 20:45:14.045247+00","<p>
+1 agree it's a problem, but is protocol and event specific thing? I don't think so. rather would propose moving protocol to a group of it's own with endpoint</p>
",150
"===",3363,"2014-09-11 18:01:23.562765+00","<p>
Suggest that collection date should be 1:1 and the collection class 0:1.</p>

<p>
11-Sept-2014 in OO conference call - Motion to change .collection.collected:datetime to 0:1 and make the .collection relationship 0:1.Lorraine Constable, Eric Haas.  Against: 0; Abstain: 0; In Favor: 21</p>
",3064
"===",3363,"2014-09-18 17:22:20.981886+00","<p>typo in earlier motion reflect current view</p>

<p>decison to review minutes at next OO meeting to resolve.  LC and EH approves motion as written. </p>

<p> </p>

<p> </p>
",2711
"===",3363,"2014-09-25 17:51:10.291821+00","<p>
Motion to re-open decision on 3363.  Rob Hausam, Lorraine Constable</p>

<p>
   Against: 0; Abstain: 0; In Favor: 12</p>

<p>
Motion to change the relationship between Specimen and Collection from 1..1 to 0..1 and keep the .collected: datetime 0..1.  Rob Hausam, Lorraine Constable</p>

<p>
   Against: 0; Abstain: 0; In Favor: 12</p>
",3064
"===",3371,"2015-02-25 12:49:25.454114+00","<p>
Grahame, can you make this change?</p>
",1078
"===",3371,"2015-03-11 03:56:24.713937+00","<p>
svn 4382 done</p>
",150
"===",3379,"2014-07-31 18:02:11.215504+00","<p>Is this is part of 80% for Clnical Yes,  radiology,   Lab? (when integrated )  </p>

<p> </p>

<p>Motion add to Observation Resource a link from Observation to Encounter :  Eric Haas,  2nd: Sharon Solomon  Against: 0  Abstain:  1,  For: 9</p>
",2711
"===",3379,"2014-07-31 23:51:42.576956+00","<p>
The reason this was not added to core is because it's extremely opaque what it means. <br />
- this is the encounter at which the observation was requested?<br />
- this is the encounter at which the sampling was performed? <br />
- this is the encounter during which it was reported? <br />
- this is the encounter during which it was discussed with the patient? </p>

<p>
For some observations, these are all the same things. For others, these are very different. I have seen this be a patient safety issue - observations filed under one encounter when people thought policy said it should be filed under another. If we add this, we need to be extremely clear about what the encounter reference means .</p>
",150
"===",3379,"2014-08-01 01:07:18.650927+00","<p>Reopen to discuss further what encounter means and if this belong in the core.</p>

<p> </p>

<p> </p>
",2711
"===",3379,"2014-10-14 01:07:26.338951+00","<p>Dissussed on 10/09 OO call and awaiting general fhir wide decisions on how to point to encounter(s) - notes pending</p>
",2711
"===",3379,"2014-10-16 22:00:43.503376+00","<p>notes from OO Oct 9</p>

<p>Issue is there are several encounters, so need to be specific about which encounter</p>

<p>We think it should be on observation, but agree we do need a more granular definition of what kind of encounter is involved.<br />
It is important on how to identify the type of encounter, so that you can explicitly express the relationship (participation type?)<br />
 <br />
  options:<br />
  RelatedEncounter class with encounter type  (when ordered, when sampled collected,, etc) and Encounter reference.<br />
  or to limit to a single type of encounter (i.e. only collected or measured time)</p>

<p>This may be handled at higher FHIR level discussion was about at what level of resource the encounter should be linked to<br />
PA is following up to determine what should be proposed.  We should wait and see what comes out of that discussion)</p>
",2711
"===",3380,"2014-07-09 15:27:02.402861+00","<p>
I don't know that I agree with this one.</p>

<p>
While ""not implemented"" does sound like the right error in this case, there is a general principle that 4xx errors indicate that the client made a bad request, where 5xx errors indicate that the client made a good request but the server failed to serve it. I think I'd argue that if a server's metadata indicates history isn't supported, then this situation is a client/request screwup.</p>
",2970
"===",3380,"2014-07-09 16:17:57.453257+00","<p>
405 refers to HTTP methods (as does 501), so neither would be the right response. Given the way you make the request as described in 2.1.15 (e.g., GET [base]/[type]/[id]/_history) - the requestor is addressing a resource URL and the response should be 404 (not found). The OperationOutcome included in the body should provide an explanation that history is not supported for the underlying resource type.</p>
",2777
"===",3380,"2014-09-18 14:42:20.248036+00","<p>
18-Sept 2014: change to return a 404 in this case, with an operation outcome explaining that history is not supported. Grahame/Steve 6-0-0</p>
",150
"===",3380,"2014-10-01 20:55:57.700054+00","UPdate status to reflect vote has occured",414
"===",3380,"2014-10-07 18:42:32.261409+00","Assinged to Andy",414
"===",3380,"2014-10-15 10:16:39.148387+00","<p>
svn revision 3069</p>
",150
"===",3381,"2014-07-09 15:56:27.920595+00","<p>
Actually, it looks like my new build isn't working either. There's a circular dependency in the source files somewhere. I'm looking into it, but there's a lot of files to check.</p>

<p>
I would appreciate any insight from folks more familiar with the build tools.</p>
",3086
"===",3381,"2015-03-15 12:36:40.300636+00","<p>
Remove this and point users at SWIFT implementation</p>
",150
"===",3381,"2015-03-17 03:58:23.382492+00","<p>
svn revision 4592</p>
",150
"===",3383,"2014-07-11 14:31:12.177356+00","<p>
Looks like gForge doesn't like quotation marks in the title, it should read:</p>

<p>
<strong>Unify ""date-written"" and ""datewritten"" search parameters</strong></p>
",3088
"===",3383,"2014-07-11 15:24:52.548256+00","<p>
Presume this will be handled as part of the general QA on consistent naming.</p>
",105
"===",3384,"2014-07-13 19:37:00.170234+00","<p>
As well, the spreadsheet has a column for ""follow-ons"", but there's no equivalent in Conformance</p>
",105
"===",3384,"2014-10-12 11:12:50.51763+00","<p>
This task should be delayed until after DSTU2, and until there is practical experience with messaging</p>
",150
"===",3384,"2014-10-12 15:06:57.847688+00","<p>
How is there going to be practical experience with messaging if the tools don't align with the profile structure?</p>
",105
"===",3384,"2015-01-13 20:52:34.420582+00","<p>
people can use messaging without us getting this bit right</p>
",150
"===",3385,"2014-07-23 23:02:59.538199+00","<p>
From Larry:</p>

<p>
Add the word ""Property"" after ""Intellectual"" in the first full paragraph of the FHIR notice.</p>
",150
"===",3385,"2014-07-31 14:50:05.357122+00","<p>
Approved by FMG on 2014-07-30 contingent on agreement from Chuck</p>
",105
"===",3385,"2014-10-15 10:17:02.770537+00","<p>
Has already been done.</p>
",150
"===",3392,"2014-09-17 20:59:18.088027+00","<p>
I think there's a problem with this.  When you query, you don't specify a profile id.  So there's no way for the server to know what profile you're using.  And you don't want different servers returning different things in summary (though not all servers will necessarily support all elements).  Finally, servers may want to optimize to be able to return summary information more quickly (e.g. by caching it).  Varying this (and in particular, expanding it) by profile creates a problem.</p>

<p>
It's fine to expose this - because it should appear in the resource-definition profiles.  However, it should always be the same in profiles based on a given resource.  We should explain this rule as part of the element.</p>

<p>
 </p>
",105
"===",3392,"2014-10-12 11:13:59.992608+00","<p>
Done in SVN version 2974</p>
",150
"===",3395,"2014-10-14 04:45:41.786416+00","<p>
+1 this makes sense to me.</p>
",150
"===",3396,"2014-07-25 09:45:13.411696+00","<p>
The nameReference has to remain a symbolic ""named"" reference to a constraint, not a path, as these can become ambiguous when the structure is sliced (and thus paths are repeated).  Grahame will correct the incorrect nameReferences in dstu1.</p>

<p>
 </p>
",2529
"===",3397,"2014-07-17 20:56:59.580642+00","<p>
Merely saying ""the content of the specific Questionnaire they are building needs to be assessed"" is a pretty useless motherhood statement. In fact, I think it's useless. Do you think people would build a questionnaire, not think about that, and then blame us for not telling them to think about it? </p>

<p>
If ywe're going to say anything about this, we need to say something useful, like, ""how do you assess it""? How do you say things about it? A set of answers to a questionnaire might be more sensitive because of the question, or just because the answert to an innocuous question. </p>

<p>
Perhaps there should be a slot in QuestionnaireAnswers where the user can mark the confidentiality of the whole set manually? I think we need to go much further if we say anything at all</p>
",150
"===",3397,"2014-07-18 05:39:22.885943+00","<p>
I think it makes sense to add a small section under Notes for QuestionnaireAnswers indicating that, unlike most resources, it's not always clear what sort of data is present in a set of questionnaire answers and that automated mechanisms for categorizing records as to the sensitivity of their content may not work as well here - and that implementers should therefore consider stricter default access controls on raw questionnaire data where the nature of the questions is unknown.</p>
",105
"===",3397,"2015-02-18 05:42:13.5982+00","<p>
Applied SVN #4107</p>
",105
"===",3398,"2014-12-01 20:27:33.3952+00","<p>PA Notes 1 Dec 2014:</p>

<p>The search fields make sense for hosp. period and special arrangement, hoever the accommodation has been removed based on another tracker item.</p>
",2909
"===",3399,"2014-08-07 12:37:43.141065+00","<p>For Discussion in PA Conference Call:</p>

<p>Would these changes be ok?</p>

<p>Change the Encounter.location's description to:</p>

<p><em>""</em><em>List of locations the patient has been </em><em>during this encounter""</em></p>

<p>Change the Encounter.location's comments to:</p>

<p><em>""List of locations the patient has been during this encounter.<br />
Where the location is related to a hospitalization, then this field (if populated) may be populated with the general location of the facility the encounter is taking place at, whereas the hospitalization location information may define a more granular location (such as trhe bed, see </em><em>Encounter.hospitalization.accomodation)""</em></p>

<p>Change the Encounter.hospitalization.accommodation's comments to:</p>

<p><em>Specific location information about where the patient stays during all or part of the encounter, such as which specific bed they were in.""</em></p>

<p>My question following from these changes would be what does the encounter.hospitalization.destination point at? Would this be expected to be another encounter record... (thinking it should)</p>

<p> </p>
",2909
"===",3399,"2014-08-07 13:14:53.465751+00","<p>
Is there a sense from implementors that these two elements are modelled as separate data elements in systems outside of FHIR?</p>

<p>
Certainly the systems I have worked with mostly treat location as a hierarchy and will record a single field as the encounter/hospitalization's location. That field will contain the most specific location known, and iby inference you know the more general one.</p>

<p>
My own opinion is that hospitalization.accomodation is redundant if all it's intended to do is convey a more precise version of encounter.location.</p>
",2970
"===",3399,"2014-08-07 19:35:59.707929+00","<p>PA Call Notes:</p>

<p>the hospitalization.accommodation.location can be used for the assigned hospital bed or room, whereas the encounter.location would be the specific location of the encounter, which could be ""radiology roomn 1"" if the patient was receiving anX-ray</p>
",2909
"===",3399,"2014-08-14 20:01:58.476643+00","<p>PA Call Notes (18 August 2014):<br />
How would you model/discover the actual location of a patient right now?<br />
Where are they assigned/expected to be now?<br />
How would overlapping encounters resolve this?<br />
Would like to define the difference between assigfned location and actual location.<br />
How would a planned move of a patient tomorrow at 4 from ward a to ward b in the encounter?<br />
(If this was done as more hospitalization accomodation records on the encounter with future times)</p>
",2909
"===",3399,"2014-09-16 17:32:34.904448+00","<p>PA 16 Sep 2014. Remove the Accommodation contained component from the encounter, this value should be used in the Encounter.location field.</p>

<p>Remaining activities: status element and query param for the location status and also look into the location type to ensure that it can support ""bed"".</p>
",2909
"===",3400,"2014-07-21 02:37:26.862388+00","<p>
Added to the development version for review and approval</p>
",150
