"start","tracker_item_id","field_name","field_type","field_data","tracker_extra_field_id"
"===",3691,"Section number",4,"",3631
"===",3691,"Target release",8,"100",3632
"===",3691,"Agreed change",6,"&lt;p&gt;
svn revision 4615&lt;/p&gt;

&lt;p&gt;
2015/03/19 MnM/FHIR Block Vote: Austin/Gordy 5-0-0&lt;/p&gt;
",3633
"===",3691,"Reason",6,"",3634
"===",3691,"For WGM Review by",1,"100",3911
"===",3692,"Status",7,"13093",2415
"===",3692,"Ballot Resolution",1,"15334",3969
"===",3692,"Pre-applied?",3,"14633",3910
"===",3692,"Backward Compatible?",1,"14309",3847
"===",3692,"url",4,"",3842
"===",3692,"Category",1,"13099",3626
"===",3692,"Reviewing Work Group(s)",5,"13108",3628
"===",3692,"Resource(s)",5,"14038",3807
"===",3692,"HTML Page",5,"14096",3808
"===",3692,"Section number",4,"",3631
"===",3692,"Target release",8,"100",3632
"===",3692,"Agreed change",6,"&lt;p&gt;
Prroposal to remove idref and narrative sections about cross-linking&lt;/p&gt;

&lt;p&gt;
svn revision 3285&lt;/p&gt;

&lt;p&gt;
2015/03/19 MnM/FHIR Block Vote: Austin/Gordy 5-0-0&lt;/p&gt;
",3633
"===",3692,"Reason",6,"",3634
"===",3692,"For WGM Review by",1,"100",3911
"===",3693,"Status",7,"13093",2415
"===",3693,"Ballot Resolution",1,"100",3969
"===",3693,"Pre-applied?",3,"14633",3910
"===",3693,"Backward Compatible?",1,"14308",3847
"===",3693,"url",4,"",3842
"===",3693,"Category",1,"13099",3626
"===",3693,"Reviewing Work Group(s)",5,"13108",3628
"===",3693,"Resource(s)",5,"14074",3807
"===",3693,"HTML Page",5,"100",3808
"===",3693,"Section number",4,"",3631
"===",3693,"Target release",8,"100",3632
"===",3693,"Agreed change",6,"",3633
"===",3693,"Reason",6,"",3634
"===",3693,"For WGM Review by",1,"100",3911
"===",3694,"Status",7,"13093",2415
"===",3694,"Ballot Resolution",1,"15334",3969
"===",3694,"Pre-applied?",3,"14633",3910
"===",3694,"Backward Compatible?",1,"14308",3847
"===",3694,"url",4,"",3842
"===",3694,"Category",1,"13098",3626
"===",3694,"Reviewing Work Group(s)",5,"13108",3628
"===",3694,"Reviewing Work Group(s)",5,"13122",3628
"===",3694,"Resource(s)",5,"14041",3807
"===",3694,"HTML Page",5,"100",3808
"===",3694,"Section number",4,"",3631
"===",3694,"Target release",8,"100",3632
"===",3694,"Agreed change",6,"&lt;p&gt;
We already decided that ValueSet.name should be 0..1. &amp;nbsp;Same logic applies to ConceptMap. svn revision 3289&lt;/p&gt;

&lt;p&gt;
2015/03/19 MnM/FHIR Block Vote: Austin/Gordy 5-0-0&lt;/p&gt;
",3633
"===",3694,"Reason",6,"",3634
"===",3694,"For WGM Review by",1,"14715",3911
"===",3695,"Status",7,"13095",2415
"===",3695,"Ballot Resolution",1,"100",3969
"===",3695,"Pre-applied?",3,"100",3910
"===",3695,"Backward Compatible?",1,"14309",3847
"===",3695,"url",4,"",3842
"===",3695,"Category",1,"13099",3626
"===",3695,"Reviewing Work Group(s)",5,"13114",3628
"===",3695,"Resource(s)",5,"14068",3807
"===",3695,"HTML Page",5,"100",3808
"===",3695,"Section number",4,"",3631
"===",3695,"Target release",8,"100",3632
"===",3695,"Agreed change",6,"&lt;p&gt;
withdrawn by submitter&lt;/p&gt;
",3633
"===",3695,"Reason",6,"",3634
"===",3695,"For WGM Review by",1,"14708",3911
"===",3696,"Status",7,"13093",2415
"===",3696,"Ballot Resolution",1,"100",3969
"===",3696,"Pre-applied?",3,"100",3910
"===",3696,"Backward Compatible?",1,"100",3847
"===",3696,"url",4,"",3842
"===",3696,"Category",1,"13099",3626
"===",3696,"Reviewing Work Group(s)",5,"13108",3628
"===",3696,"Resource(s)",5,"100",3807
"===",3696,"HTML Page",5,"14119",3808
"===",3696,"Section number",4,"",3631
"===",3696,"Target release",8,"100",3632
"===",3696,"Agreed change",6,"",3633
"===",3696,"Reason",6,"",3634
"===",3696,"For WGM Review by",1,"100",3911
"===",3697,"Status",7,"13610",2415
"===",3697,"Ballot Resolution",1,"100",3969
"===",3697,"Pre-applied?",3,"100",3910
"===",3697,"Backward Compatible?",1,"100",3847
"===",3697,"url",4,"",3842
"===",3697,"Category",1,"13099",3626
"===",3697,"Reviewing Work Group(s)",5,"13116",3628
"===",3697,"Resource(s)",5,"14031",3807
"===",3697,"HTML Page",5,"100",3808
"===",3697,"Section number",4,"",3631
"===",3697,"Target release",8,"100",3632
"===",3697,"Agreed change",6,"&lt;p&gt;Motion - approve change from subject to patient.&lt;/p&gt;

&lt;p&gt;VOTE - Abstain - 0, Negative - 0, Approve - 8&lt;/p&gt;

&lt;p&gt;11/13/14&lt;/p&gt;
",3633
"===",3697,"Reason",6,"",3634
"===",3697,"For WGM Review by",1,"100",3911
"===",3698,"Status",7,"13610",2415
"===",3698,"Ballot Resolution",1,"100",3969
"===",3698,"Pre-applied?",3,"100",3910
"===",3698,"Backward Compatible?",1,"100",3847
"===",3698,"url",4,"",3842
"===",3698,"Category",1,"13099",3626
"===",3698,"Reviewing Work Group(s)",5,"13116",3628
"===",3698,"Resource(s)",5,"14031",3807
"===",3698,"HTML Page",5,"100",3808
"===",3698,"Section number",4,"",3631
"===",3698,"Target release",8,"100",3632
"===",3698,"Agreed change",6,"&lt;p&gt;
Motion - Approve change from subject to patient.&lt;/p&gt;

&lt;p&gt;
VOTE - Abstain - 0, Negative - 0, Approve - 8&lt;/p&gt;

&lt;p&gt;
11/13/14&lt;/p&gt;
",3633
"===",3698,"Reason",6,"",3634
"===",3698,"For WGM Review by",1,"100",3911
"===",3699,"Status",7,"13093",2415
"===",3699,"Ballot Resolution",1,"100",3969
"===",3699,"Pre-applied?",3,"100",3910
"===",3699,"Backward Compatible?",1,"100",3847
"===",3699,"url",4,"",3842
"===",3699,"Category",1,"13099",3626
"===",3699,"Reviewing Work Group(s)",5,"13116",3628
"===",3699,"Resource(s)",5,"14032",3807
"===",3699,"HTML Page",5,"100",3808
"===",3699,"Section number",4,"",3631
"===",3699,"Target release",8,"100",3632
"===",3699,"Agreed change",6,"&lt;p&gt;
Motion - approve the change from subject to patient.&lt;/p&gt;

&lt;p&gt;
VOTE - Abstain - 0, Negative - 0, Approve - 8&lt;/p&gt;

&lt;p&gt;
11/13/14&lt;/p&gt;
",3633
"===",3699,"Reason",6,"",3634
"===",3699,"For WGM Review by",1,"100",3911
"===",3700,"Status",7,"13093",2415
"===",3700,"Ballot Resolution",1,"100",3969
"===",3700,"Pre-applied?",3,"100",3910
"===",3700,"Backward Compatible?",1,"100",3847
"===",3700,"url",4,"",3842
"===",3700,"Category",1,"13099",3626
"===",3700,"Reviewing Work Group(s)",5,"13116",3628
"===",3700,"Resource(s)",5,"14033",3807
"===",3700,"HTML Page",5,"100",3808
"===",3700,"Section number",4,"",3631
"===",3700,"Target release",8,"100",3632
"===",3700,"Agreed change",6,"&lt;p&gt;
Motion - approve change of subject to patient.&lt;/p&gt;

&lt;p&gt;
VOTE - Abstain - 0, Negative - 0, approve - 8&lt;/p&gt;

&lt;p&gt;
11/13/14&lt;/p&gt;
",3633
"===",3700,"Reason",6,"",3634
"===",3700,"For WGM Review by",1,"100",3911
"===",3701,"Status",7,"13093",2415
"===",3701,"Ballot Resolution",1,"100",3969
"===",3701,"Pre-applied?",3,"100",3910
"===",3701,"Backward Compatible?",1,"100",3847
"===",3701,"url",4,"",3842
"===",3701,"Category",1,"13099",3626
"===",3701,"Reviewing Work Group(s)",5,"13116",3628
"===",3701,"Resource(s)",5,"14042",3807
"===",3701,"HTML Page",5,"100",3808
"===",3701,"Section number",4,"",3631
"===",3701,"Target release",8,"100",3632
"===",3701,"Agreed change",6,"&lt;p&gt;
Motion - approve the change from subject to patient.&lt;/p&gt;

&lt;p&gt;
VOTE: &amp;nbsp;abstain - 0, negative - 0, approve - 8&lt;/p&gt;

&lt;p&gt;
11/13/14&lt;/p&gt;
",3633
"===",3701,"Reason",6,"",3634
"===",3701,"For WGM Review by",1,"100",3911
"===",3702,"Status",7,"13093",2415
"===",3702,"Ballot Resolution",1,"100",3969
"===",3702,"Pre-applied?",3,"100",3910
"===",3702,"Backward Compatible?",1,"100",3847
"===",3702,"url",4,"",3842
"===",3702,"Category",1,"13099",3626
"===",3702,"Reviewing Work Group(s)",5,"13115",3628
"===",3702,"Resource(s)",5,"14052",3807
"===",3702,"HTML Page",5,"100",3808
"===",3702,"Section number",4,"",3631
"===",3702,"Target release",8,"100",3632
"===",3702,"Agreed change",6,"&lt;p&gt;Pre-applied:&lt;/p&gt;

&lt;p&gt;Updated to patient as described&lt;/p&gt;
",3633
"===",3702,"Reason",6,"",3634
"===",3702,"For WGM Review by",1,"100",3911
"===",3703,"Status",7,"13093",2415
"===",3703,"Ballot Resolution",1,"100",3969
"===",3703,"Pre-applied?",3,"100",3910
"===",3703,"Backward Compatible?",1,"100",3847
"===",3703,"url",4,"",3842
"===",3703,"Category",1,"13099",3626
"===",3703,"Reviewing Work Group(s)",5,"13116",3628
"===",3703,"Resource(s)",5,"14053",3807
"===",3703,"HTML Page",5,"100",3808
"===",3703,"Section number",4,"",3631
"===",3703,"Target release",8,"100",3632
"===",3703,"Agreed change",6,"&lt;p&gt;Motion - approve the change from subject to patient.&lt;/p&gt;

&lt;p&gt;VOTE - abstain - 0, negative - 0, approve - 8&lt;/p&gt;

&lt;p&gt;11/13/14&lt;/p&gt;
",3633
"===",3703,"Reason",6,"",3634
"===",3703,"For WGM Review by",1,"100",3911
"===",3704,"Status",7,"13093",2415
"===",3704,"Ballot Resolution",1,"100",3969
"===",3704,"Pre-applied?",3,"100",3910
"===",3704,"Backward Compatible?",1,"100",3847
"===",3704,"url",4,"",3842
"===",3704,"Category",1,"13099",3626
"===",3704,"Reviewing Work Group(s)",5,"13107",3628
"===",3704,"Resource(s)",5,"14055",3807
"===",3704,"HTML Page",5,"100",3808
"===",3704,"Section number",4,"",3631
"===",3704,"Target release",8,"100",3632
"===",3704,"Agreed change",6,"&lt;p&gt;
rename ImagingStudy.subject to ImagingStudy.patient&lt;/p&gt;
",3633
"===",3704,"Reason",6,"",3634
"===",3704,"For WGM Review by",1,"100",3911
"===",3705,"Status",7,"13093",2415
"===",3705,"Ballot Resolution",1,"100",3969
"===",3705,"Pre-applied?",3,"100",3910
"===",3705,"Backward Compatible?",1,"14309",3847
"===",3705,"url",4,"",3842
"===",3705,"Category",1,"13099",3626
"===",3705,"Reviewing Work Group(s)",5,"13118",3628
"===",3705,"Resource(s)",5,"14056",3807
"===",3705,"HTML Page",5,"100",3808
"===",3705,"Section number",4,"",3631
"===",3705,"Target release",8,"100",3632
"===",3705,"Agreed change",6,"&lt;p&gt;
Agree, change the name of the element from &amp;quot;subject&amp;quot; to &amp;quot;patient&amp;quot;&lt;/p&gt;

&lt;p&gt;
&amp;nbsp;&lt;/p&gt;

&lt;p&gt;
EK/RS 27/0/0&lt;/p&gt;
",3633
"===",3705,"Reason",6,"",3634
"===",3705,"For WGM Review by",1,"14712",3911
"===",3706,"Status",7,"13093",2415
"===",3706,"Ballot Resolution",1,"100",3969
"===",3706,"Pre-applied?",3,"100",3910
"===",3706,"Backward Compatible?",1,"14309",3847
"===",3706,"url",4,"",3842
"===",3706,"Category",1,"13099",3626
"===",3706,"Reviewing Work Group(s)",5,"13118",3628
"===",3706,"Resource(s)",5,"14057",3807
"===",3706,"HTML Page",5,"100",3808
"===",3706,"Section number",4,"",3631
"===",3706,"Target release",8,"100",3632
"===",3706,"Agreed change",6,"&lt;p&gt;
Agree, change the name of the element from &amp;quot;subject&amp;quot; to &amp;quot;patient&amp;quot;&lt;/p&gt;

&lt;p&gt;
&amp;nbsp;&lt;/p&gt;

&lt;p&gt;
EK/RS 27/0/0&lt;/p&gt;
",3633
"===",3706,"Reason",6,"",3634
"===",3706,"For WGM Review by",1,"14712",3911
"===",3707,"Status",7,"13093",2415
"===",3707,"Ballot Resolution",1,"100",3969
"===",3707,"Pre-applied?",3,"100",3910
"===",3707,"Backward Compatible?",1,"100",3847
"===",3707,"url",4,"",3842
"===",3707,"Category",1,"13099",3626
"===",3707,"Reviewing Work Group(s)",5,"13114",3628
"===",3707,"Resource(s)",5,"14661",3807
"===",3707,"HTML Page",5,"100",3808
"===",3707,"Section number",4,"",3631
"===",3707,"Target release",8,"100",3632
"===",3707,"Agreed change",6,"&lt;p&gt;2015-01-19 - Motion to change nutritionOrder.subject to nutritionOrder.patient.&amp;nbsp; Margaret, Elaine.&lt;/p&gt;

&lt;p&gt;Against: 0; Abstain: 5; In Favor: 6&lt;/p&gt;
",3633
"===",3707,"Reason",6,"",3634
"===",3707,"For WGM Review by",1,"14710",3911
"===",3708,"Status",7,"13093",2415
"===",3708,"Ballot Resolution",1,"100",3969
"===",3708,"Pre-applied?",3,"100",3910
"===",3708,"Backward Compatible?",1,"14308",3847
"===",3708,"url",4,"",3842
"===",3708,"Category",1,"13099",3626
"===",3708,"Reviewing Work Group(s)",5,"13114",3628
"===",3708,"Resource(s)",5,"14070",3807
"===",3708,"HTML Page",5,"100",3808
"===",3708,"Section number",4,"",3631
"===",3708,"Target release",8,"100",3632
"===",3708,"Agreed change",6,"&lt;p&gt;
Motion to change Order.subject to Order.subject specific to (Patient|Group|Device|Substance).&amp;nbsp; As Donor and Fetus are being resolved these may be added at a future time, or properly addressed through extensions/profiles.&lt;/p&gt;

&lt;p&gt;
Riki Merrick, Claude&lt;/p&gt;

&lt;p&gt;
Against: 0; Abstain: 4; In Favor: 19&lt;/p&gt;

&lt;p&gt;
Rationale is that orders are frequently placed for subjects other than patients that does not seem to warrant the use of extensions.&lt;/p&gt;

&lt;p&gt;
PA needs to address the question how to model forensic subjects of interest.&lt;/p&gt;

&lt;p&gt;
&amp;nbsp;&lt;/p&gt;
",3633
"===",3708,"Reason",6,"",3634
"===",3708,"For WGM Review by",1,"14708",3911
"===",3709,"Status",7,"13093",2415
"===",3709,"Ballot Resolution",1,"100",3969
"===",3709,"Pre-applied?",3,"100",3910
"===",3709,"Backward Compatible?",1,"100",3847
"===",3709,"url",4,"",3842
"===",3709,"Category",1,"13099",3626
"===",3709,"Reviewing Work Group(s)",5,"13116",3628
"===",3709,"Resource(s)",5,"14076",3807
"===",3709,"HTML Page",5,"100",3808
"===",3709,"Section number",4,"",3631
"===",3709,"Target release",8,"100",3632
"===",3709,"Agreed change",6,"&lt;p&gt;Motion - approve change from subject to patient.&lt;/p&gt;

&lt;p&gt;VOTE - Abstain - 0, Negative - 0, Approve - 8&lt;/p&gt;

&lt;p&gt;11/13/14&lt;/p&gt;
",3633
"===",3709,"Reason",6,"",3634
"===",3709,"For WGM Review by",1,"100",3911
"===",3710,"Status",7,"13093",2415
"===",3710,"Ballot Resolution",1,"100",3969
"===",3710,"Pre-applied?",3,"100",3910
"===",3710,"Backward Compatible?",1,"100",3847
"===",3710,"url",4,"",3842
"===",3710,"Category",1,"13099",3626
"===",3710,"Reviewing Work Group(s)",5,"13116",3628
"===",3710,"Resource(s)",5,"14082",3807
"===",3710,"HTML Page",5,"100",3808
"===",3710,"Section number",4,"",3631
"===",3710,"Target release",8,"100",3632
"===",3710,"Agreed change",6,"&lt;p&gt;Motion - approve change from subject to patient.&lt;/p&gt;

&lt;p&gt;VOTE - abstain - 0, negative - 0, approve - 8&lt;/p&gt;

&lt;p&gt;11/13/14&lt;/p&gt;
",3633
"===",3710,"Reason",6,"",3634
"===",3710,"For WGM Review by",1,"100",3911
"===",3712,"Status",7,"13610",2415
"===",3712,"Ballot Resolution",1,"100",3969
"===",3712,"Pre-applied?",3,"100",3910
"===",3712,"Backward Compatible?",1,"100",3847
"===",3712,"url",4,"&lt;a href=",3842
"===",3712,"Category",1,"14635",3626
"===",3712,"Reviewing Work Group(s)",5,"13116",3628
"===",3712,"Resource(s)",5,"14076",3807
"===",3712,"HTML Page",5,"100",3808
"===",3712,"Section number",4,"",3631
"===",3712,"Target release",8,"100",3632
"===",3712,"Agreed change",6,"",3633
"===",3712,"Reason",6,"",3634
"===",3712,"For WGM Review by",1,"100",3911
"===",3713,"Status",7,"13093",2415
"===",3713,"Ballot Resolution",1,"100",3969
"===",3713,"Pre-applied?",3,"100",3910
"===",3713,"Backward Compatible?",1,"100",3847
"===",3713,"url",4,"&lt;a href=",3842
"===",3713,"Category",1,"13099",3626
"===",3713,"Reviewing Work Group(s)",5,"13116",3628
"===",3713,"Resource(s)",5,"14076",3807
"===",3713,"HTML Page",5,"100",3808
"===",3713,"Section number",4,"",3631
"===",3713,"Target release",8,"100",3632
"===",3713,"Agreed change",6,"&lt;p&gt;
Procedure needs the ability to document a location - e.g. a newborn at home, a tracheostomy at a restaurant. &amp;nbsp;Ties a procedure to where the records are kept. &amp;nbsp;&lt;/p&gt;

&lt;p&gt;
12/11/14 - PC WG&lt;/p&gt;

&lt;p&gt;
Move: Stephen/Emma&amp;nbsp; &amp;nbsp;Abstain - 1, Negatives - 0, Approve - 9&lt;/p&gt;
",3633
"===",3713,"Reason",6,"",3634
"===",3713,"For WGM Review by",1,"100",3911
"===",3714,"Status",7,"13093",2415
"===",3714,"Ballot Resolution",1,"100",3969
"===",3714,"Pre-applied?",3,"100",3910
"===",3714,"Backward Compatible?",1,"100",3847
"===",3714,"url",4,"&lt;a href=",3842
"===",3714,"Category",1,"14635",3626
"===",3714,"Reviewing Work Group(s)",5,"13116",3628
"===",3714,"Resource(s)",5,"14076",3807
"===",3714,"HTML Page",5,"100",3808
"===",3714,"Section number",4,"",3631
"===",3714,"Target release",8,"100",3632
"===",3714,"Agreed change",6,"&lt;p&gt;
Need to document that the patient performed a procedure themselves. &amp;nbsp;The performer.person needs to be expanded to include the patient and relatedPerson.&lt;/p&gt;

&lt;p&gt;
&amp;nbsp;&lt;/p&gt;

&lt;p&gt;
12/11/14 &amp;nbsp;PC WG&lt;/p&gt;

&lt;p&gt;
Move: Stephen/Eric &amp;nbsp;Abstain - 0, Negatives - 0, Approved - 9&lt;/p&gt;
",3633
"===",3714,"Reason",6,"",3634
"===",3714,"For WGM Review by",1,"100",3911
"===",3715,"Status",7,"13091",2415
"===",3715,"Ballot Resolution",1,"100",3969
"===",3715,"Pre-applied?",3,"100",3910
"===",3715,"Backward Compatible?",1,"100",3847
"===",3715,"url",4,"&lt;a href=",3842
"===",3715,"Category",1,"13099",3626
"===",3715,"Reviewing Work Group(s)",5,"13116",3628
"===",3715,"Resource(s)",5,"14076",3807
"===",3715,"HTML Page",5,"100",3808
"===",3715,"Section number",4,"",3631
"===",3715,"Target release",8,"100",3632
"===",3715,"Agreed change",6,"&lt;p&gt;
This is a clinical care issue - wish to document that in a procedure that X supplies are used. &amp;nbsp;Wish to define the supplies that are used within the documentation. &amp;nbsp;&lt;/p&gt;

&lt;p&gt;
Three ways: &amp;nbsp;text, explicit element on procedure or an extension. &amp;nbsp; With any type of procedure, want the ability to track what is used. &amp;nbsp;For details about the procedure - process, materials, methods are needed. &amp;nbsp;&lt;/p&gt;

&lt;p&gt;
Add a &amp;quot;used X element&amp;quot; that can be a device or material. &amp;nbsp;Use a codeable concept &amp;nbsp;or reference a full resource (both) e.g. device resource and code (simple). &amp;nbsp;Will need the reference to device, medication or substance. &amp;nbsp;Will be O..*. &amp;nbsp;Will identify devices and materials used during the procedure. &amp;nbsp;Note - modify device introduction wording.&lt;/p&gt;

&lt;p&gt;
Vote - 12/11/14 - Stephen/Eric &amp;nbsp;Abstain - 0, Negatives - 0, Approve - 9&lt;/p&gt;
",3633
"===",3715,"Reason",6,"",3634
"===",3715,"For WGM Review by",1,"100",3911
"===",3716,"Status",7,"13091",2415
"===",3716,"Ballot Resolution",1,"100",3969
"===",3716,"Pre-applied?",3,"100",3910
"===",3716,"Backward Compatible?",1,"100",3847
"===",3716,"url",4,"&lt;a href=",3842
"===",3716,"Category",1,"13099",3626
"===",3716,"Reviewing Work Group(s)",5,"13116",3628
"===",3716,"Resource(s)",5,"14076",3807
"===",3716,"HTML Page",5,"100",3808
"===",3716,"Section number",4,"",3631
"===",3716,"Target release",8,"100",3632
"===",3716,"Agreed change",6,"&lt;p&gt;
Is the request a sample value set rather than a full value set? &amp;nbsp;The resource is quite broad - a single code system may not work. &amp;nbsp; Use SNOMED, or other code systems as example codes. &amp;nbsp;&lt;/p&gt;

&lt;p&gt;
Examples need to show the breadth of the resource. &amp;nbsp;&lt;/p&gt;

&lt;p&gt;
&amp;nbsp;&lt;/p&gt;

&lt;p&gt;
Patient care WG&lt;/p&gt;

&lt;p&gt;
12/11/14 - Move: Stephen/Rob &amp;nbsp; Abstain - 0, Negatives - 0, Approve - 9&lt;/p&gt;
",3633
"===",3716,"Reason",6,"",3634
"===",3716,"For WGM Review by",1,"100",3911
"===",3717,"Status",7,"15348",2415
"===",3717,"Ballot Resolution",1,"100",3969
"===",3717,"Pre-applied?",3,"100",3910
"===",3717,"Backward Compatible?",1,"100",3847
"===",3717,"url",4,"",3842
"===",3717,"Category",1,"13099",3626
"===",3717,"Reviewing Work Group(s)",5,"13116",3628
"===",3717,"Resource(s)",5,"14076",3807
"===",3717,"HTML Page",5,"100",3808
"===",3717,"Section number",4,"",3631
"===",3717,"Target release",8,"100",3632
"===",3717,"Agreed change",6,"",3633
"===",3717,"Reason",6,"",3634
"===",3717,"For WGM Review by",1,"14710",3911
"===",3720,"Status",7,"13093",2415
"===",3720,"Ballot Resolution",1,"100",3969
"===",3720,"Pre-applied?",3,"100",3910
"===",3720,"Backward Compatible?",1,"100",3847
"===",3720,"url",4,"",3842
"===",3720,"Category",1,"13099",3626
"===",3720,"Reviewing Work Group(s)",5,"13114",3628
"===",3720,"Reviewing Work Group(s)",5,"13116",3628
"===",3720,"Reviewing Work Group(s)",5,"14310",3628
"===",3720,"Reviewing Work Group(s)",5,"13108",3628
"===",3720,"Resource(s)",5,"14082",3807
"===",3720,"Resource(s)",5,"14038",3807
"===",3720,"Resource(s)",5,"14048",3807
"===",3720,"Resource(s)",5,"14065",3807
"===",3720,"HTML Page",5,"100",3808
"===",3720,"Section number",4,"",3631
"===",3720,"Target release",8,"100",3632
"===",3720,"Agreed change",6,"&lt;p&gt;
Submitted By:&amp;nbsp;&lt;a href=&quot;http://gforge.hl7.org/gf/user/lloyd_mckenzie/&quot; style=&quot;margin: 0px; padding: 0px; color: rgb(102, 102, 102);&quot;&gt;Lloyd McKenzie&lt;/a&gt;&lt;/p&gt;

&lt;p&gt;
&lt;br /&gt;
&lt;br /&gt;
Adddate: 2014-11-06 13:43:56&lt;br /&gt;
&amp;nbsp;&lt;/p&gt;

&lt;p&gt;
OO endorsed the status route on today&amp;#39;s call&lt;/p&gt;
",3633
"===",3720,"Reason",6,"",3634
"===",3720,"For WGM Review by",1,"100",3911
"===",3721,"Status",7,"13095",2415
"===",3721,"Ballot Resolution",1,"100",3969
"===",3721,"Pre-applied?",3,"100",3910
"===",3721,"Backward Compatible?",1,"100",3847
"===",3721,"url",4,"",3842
"===",3721,"Category",1,"13098",3626
"===",3721,"Reviewing Work Group(s)",5,"13114",3628
"===",3721,"Resource(s)",5,"14068",3807
"===",3721,"HTML Page",5,"100",3808
"===",3721,"Section number",4,"",3631
"===",3721,"Target release",8,"100",3632
"===",3721,"Agreed change",6,"&lt;p&gt;
2/5/2105 OO call&amp;nbsp;&lt;/p&gt;

&lt;p&gt;
reject proposal&lt;/p&gt;

&lt;p&gt;
Eric Has, Diego&lt;/p&gt;

&lt;p&gt;
against 0, &amp;nbsp;abstain 7, For:9&lt;/p&gt;

&lt;p&gt;
&amp;nbsp;&lt;/p&gt;
",3633
"===",3721,"Reason",6,"",3634
"===",3721,"For WGM Review by",1,"14708",3911
"===",3724,"Status",7,"13093",2415
"===",3724,"Ballot Resolution",1,"100",3969
"===",3724,"Pre-applied?",3,"100",3910
"===",3724,"Backward Compatible?",1,"14308",3847
"===",3724,"url",4,"&lt;a href=",3842
"===",3724,"Category",1,"13097",3626
"===",3724,"Reviewing Work Group(s)",5,"13108",3628
"===",3724,"Resource(s)",5,"100",3807
"===",3724,"HTML Page",5,"14106",3808
"===",3724,"Section number",4,"1.12.6.1.1",3631
"===",3724,"Target release",8,"100",3632
"===",3724,"Agreed change",6,"",3633
"===",3724,"Reason",6,"",3634
"===",3724,"For WGM Review by",1,"100",3911
"===",3726,"Status",7,"13093",2415
"===",3726,"Ballot Resolution",1,"100",3969
"===",3726,"Pre-applied?",3,"100",3910
"===",3726,"Backward Compatible?",1,"100",3847
"===",3726,"url",4,"&lt;a href=",3842
"===",3726,"Category",1,"13099",3626
"===",3726,"Reviewing Work Group(s)",5,"13114",3628
"===",3726,"Resource(s)",5,"14046",3807
"===",3726,"HTML Page",5,"100",3808
"===",3726,"Section number",4,"5.5.3",3631
"===",3726,"Target release",8,"100",3632
"===",3726,"Agreed change",6,"&lt;p&gt;~~2015-01-19. Motion to accept the suggested changes to expiry and to add ManufacturedDate as requested in the tracker. Both are 0..1, Lorraine Constable, Rikki Merrick.&lt;/p&gt;

&lt;p&gt;Against: 0 Abstain: 7 In Favour: 26&lt;/p&gt;

&lt;p&gt;~~~~Motion: remove udi string, and guidance is you either populate identifier or type, depending on whether the serial number is present. Paul Knapp, Mark Jones. Against: 0 Abstain: 18 In Favour: 15&lt;/p&gt;
",3633
"===",3726,"Reason",6,"",3634
"===",3726,"For WGM Review by",1,"14708",3911
"===",3727,"Status",7,"13093",2415
"===",3727,"Ballot Resolution",1,"100",3969
"===",3727,"Pre-applied?",3,"100",3910
"===",3727,"Backward Compatible?",1,"14308",3847
"===",3727,"url",4,"",3842
"===",3727,"Category",1,"13099",3626
"===",3727,"Reviewing Work Group(s)",5,"14030",3628
"===",3727,"Resource(s)",5,"100",3807
"===",3727,"HTML Page",5,"14693",3808
"===",3727,"Section number",4,"",3631
"===",3727,"Target release",8,"100",3632
"===",3727,"Agreed change",6,"",3633
"===",3727,"Reason",6,"",3634
"===",3727,"For WGM Review by",1,"100",3911
"===",3728,"Status",7,"13093",2415
"===",3728,"Ballot Resolution",1,"100",3969
"===",3728,"Pre-applied?",3,"100",3910
"===",3728,"Backward Compatible?",1,"14309",3847
"===",3728,"url",4,"",3842
"===",3728,"Category",1,"13099",3626
"===",3728,"Reviewing Work Group(s)",5,"13108",3628
"===",3728,"Reviewing Work Group(s)",5,"13111",3628
"===",3728,"Resource(s)",5,"100",3807
"===",3728,"HTML Page",5,"14102",3808
"===",3728,"HTML Page",5,"14103",3808
"===",3728,"HTML Page",5,"14109",3808
"===",3728,"HTML Page",5,"14133",3808
"===",3728,"Section number",4,"",3631
"===",3728,"Target release",8,"100",3632
"===",3728,"Agreed change",6,"",3633
"===",3728,"Reason",6,"",3634
"===",3728,"For WGM Review by",1,"100",3911
"===",3730,"Status",7,"13091",2415
"===",3730,"Ballot Resolution",1,"15335",3969
"===",3730,"Pre-applied?",3,"100",3910
"===",3730,"Backward Compatible?",1,"100",3847
"===",3730,"url",4,"",3842
"===",3730,"Category",1,"13099",3626
"===",3730,"Reviewing Work Group(s)",5,"13108",3628
"===",3730,"Resource(s)",5,"14312",3807
"===",3730,"HTML Page",5,"14688",3808
"===",3730,"Section number",4,"",3631
"===",3730,"Target release",8,"100",3632
